id,ACTION
802,0.990497
803,0.859382
804,0.996184
805,0.987589
806,0.997774
807,0.961804
808,0.926677
809,0.997862
810,0.995985
811,0.990513
812,0.414245
813,0.998368
814,0.977089
815,0.877954
816,0.999484
817,0.999320
818,0.997179
819,0.993308
820,0.960603
821,0.979501
822,0.997338
823,0.998376
824,0.995096
825,0.995315
826,0.951477
827,0.999252
828,0.992974
829,0.995291
830,0.993949
831,0.826851
832,0.999939
833,0.998182
834,0.995158
835,0.999553
836,0.960432
837,0.994340
838,0.998214
839,0.928759
840,0.976638
841,0.952923
842,0.998002
843,0.996564
844,0.997530
845,0.996641
846,0.992530
847,0.997774
848,0.997890
849,0.953800
850,0.543869
851,0.997468
852,0.991094
853,0.995865
854,0.198224
855,0.985683
856,0.994692
857,0.971488
858,0.994462
859,0.985971
860,0.999504
861,0.992936
862,0.976649
863,0.996970
864,0.940853
865,0.119212
866,0.970730
867,0.992729
868,0.982968
869,0.981804
870,0.997473
871,0.989559
872,0.981236
873,0.996194
874,0.852691
875,0.995675
876,0.983877
877,0.987625
878,0.985036
879,0.993298
880,0.986734
881,0.963367
882,0.996170
883,0.997488
884,0.964048
885,0.980509
886,0.999285
887,0.871278
888,0.995249
889,0.984404
890,0.999690
891,0.994595
892,0.965137
893,0.863484
894,0.997984
895,0.995364
896,0.987295
897,0.857983
898,0.969180
899,0.850810
900,0.996797
901,0.985003
902,0.992235
903,0.991600
904,0.993960
905,0.999459
906,0.998860
907,0.999783
908,0.999660
909,0.957661
910,0.954881
911,0.923019
912,0.993392
913,0.999142
914,0.998628
915,0.983238
916,0.961826
917,0.985455
918,0.989365
919,0.997091
920,0.993805
921,0.978446
922,0.984487
923,0.888411
924,0.975376
925,0.877135
926,0.995524
927,0.996003
928,0.998709
929,0.996956
930,0.999830
931,0.997494
932,0.994034
933,0.993425
934,0.994293
935,0.966494
936,0.949554
937,0.994410
938,0.993503
939,0.989878
940,0.916576
941,0.990316
942,0.998139
943,0.781375
944,0.994186
945,0.910942
946,0.986391
947,0.989070
948,0.933849
949,0.998043
950,0.990811
951,0.998755
952,0.774130
953,0.980909
954,0.990179
955,0.903878
956,0.307534
957,0.988912
958,0.978267
959,0.571565
960,0.958552
961,0.982743
962,0.994366
963,0.987885
964,0.966444
965,0.977194
966,0.921289
967,0.991837
968,0.942543
969,0.951872
970,0.954060
971,0.995974
972,0.999086
973,0.997575
974,0.993713
975,0.982564
976,0.979139
977,0.997396
978,0.923343
979,0.927494
980,0.739884
981,0.998230
982,0.991386
983,0.999790
984,0.149498
985,0.997197
986,0.983629
987,0.999692
988,0.986133
989,0.997296
990,0.910190
991,0.604539
992,0.973162
993,0.999983
994,0.996869
995,0.992293
996,0.997096
997,0.647179
998,0.990490
999,0.986787
1000,0.998676
1001,0.997197
1002,0.921897
1003,0.939174
1004,0.985620
1005,0.964266
1006,0.954375
1007,0.991384
1008,0.996162
1009,0.999317
1010,0.992943
1011,0.998434
1012,0.920835
1013,0.995242
1014,0.986100
1015,0.996691
1016,0.999340
1017,0.483880
1018,0.989370
1019,0.972638
1020,0.998232
1021,0.998631
1022,0.968011
1023,0.978324
1024,0.983775
1025,0.892220
1026,0.923007
1027,0.993874
1028,0.959889
1029,0.995058
1030,0.993204
1031,0.982880
1032,0.999850
1033,0.998674
1034,0.992551
1035,0.999533
1036,0.997862
1037,0.978573
1038,0.991574
1039,0.982875
1040,0.994139
1041,0.995462
1042,0.991754
1043,0.562501
1044,0.735140
1045,0.912991
1046,0.991103
1047,0.998933
1048,0.995827
1049,0.627688
1050,0.998544
1051,0.995570
1052,0.991316
1053,0.999291
1054,0.884679
1055,0.994682
1056,0.973172
1057,0.984394
1058,0.998207
1059,0.997596
1060,0.995021
1061,0.976765
1062,0.882184
1063,0.975665
1064,0.979232
1065,0.999633
1066,0.993941
1067,0.997506
1068,0.907905
1069,0.971130
1070,0.996646
1071,0.837957
1072,0.995094
1073,0.747413
1074,0.966913
1075,0.999492
1076,0.992104
1077,0.982435
1078,0.989441
1079,0.988288
1080,0.898651
1081,0.999943
1082,0.998395
1083,0.992690
1084,0.995955
1085,0.947058
1086,0.999572
1087,0.953044
1088,0.991051
1089,0.993315
1090,0.998033
1091,0.985034
1092,0.994957
1093,0.995323
1094,0.996318
1095,0.999771
1096,0.995710
1097,0.996495
1098,0.996611
1099,0.990168
1100,0.990116
1101,0.874379
1102,0.982401
1103,0.999162
1104,0.625344
1105,0.997548
1106,0.999546
1107,0.998545
1108,0.989975
1109,0.996748
1110,0.996976
1111,0.997736
1112,0.993990
1113,0.995534
1114,0.871272
1115,0.800092
1116,0.995873
1117,0.961020
1118,0.957986
1119,0.955009
1120,0.969166
1121,0.991177
1122,0.779964
1123,0.962605
1124,0.987210
1125,0.994114
1126,0.987246
1127,0.996275
1128,0.997848
1129,0.996959
1130,0.996373
1131,0.867525
1132,0.962890
1133,0.999696
1134,0.996233
1135,0.826636
1136,0.992737
1137,0.996117
1138,0.998710
1139,0.998843
1140,0.795450
1141,0.991419
1142,0.977694
1143,0.996442
1144,0.986488
1145,0.993943
1146,0.999278
1147,0.984927
1148,0.991451
1149,0.996969
1150,0.997978
1151,0.999690
1152,0.999496
1153,0.999792
1154,0.543723
1155,0.999810
1156,0.997821
1157,0.964450
1158,0.748383
1159,0.992166
1160,0.922797
1161,0.995358
1162,0.993977
1163,0.958059
1164,0.995249
1165,0.998821
1166,0.974618
1167,0.991942
1168,0.996345
1169,0.962982
1170,0.936963
1171,0.992990
1172,0.994850
1173,0.996696
1174,0.942058
1175,0.998576
1176,0.992826
1177,0.997691
1178,0.994379
1179,0.998297
1180,0.625897
1181,0.478611
1182,0.982004
1183,0.976400
1184,0.980947
1185,0.999034
1186,0.982683
1187,0.987300
1188,0.556377
1189,0.984937
1190,0.993381
1191,0.995653
1192,0.999255
1193,0.997032
1194,0.988953
1195,0.997831
1196,0.978153
1197,0.991592
1198,0.994907
1199,0.999225
1200,0.997832
1201,0.988100
1202,0.998949
1203,0.996369
1204,0.987507
1205,0.995738
1206,0.989339
1207,0.979906
1208,0.999191
1209,0.768480
1210,0.971039
1211,0.993026
1212,0.987719
1213,0.982920
1214,0.975036
1215,0.999035
1216,0.937281
1217,0.973739
1218,0.988887
1219,0.992290
1220,0.887394
1221,0.994900
1222,0.979931
1223,0.998864
1224,0.961900
1225,0.997660
1226,0.989023
1227,0.987873
1228,0.992355
1229,0.987907
1230,0.999308
1231,0.994735
1232,0.994736
1233,0.999833
1234,0.990417
1235,0.980388
1236,0.996548
1237,0.988476
1238,0.967091
1239,0.997558
1240,0.944697
1241,0.982415
1242,0.987992
1243,0.989261
1244,0.999570
1245,0.995034
1246,0.928739
1247,0.984170
1248,0.998670
1249,0.949256
1250,0.998549
1251,0.867948
1252,0.911708
1253,0.999605
1254,0.994857
1255,0.997198
1256,0.999056
1257,0.791010
1258,0.990306
1259,0.991477
1260,0.998804
1261,0.998873
1262,0.988221
1263,0.993564
1264,0.987101
1265,0.995435
1266,0.992610
1267,0.998372
1268,0.996521
1269,0.986959
1270,0.998166
1271,0.985337
1272,0.998059
1273,0.984809
1274,0.916382
1275,0.998273
1276,0.995801
1277,0.963389
1278,0.985089
1279,0.996150
1280,0.980643
1281,0.998935
1282,0.987385
1283,0.988823
1284,0.987557
1285,0.999442
1286,0.999771
1287,0.842091
1288,0.975025
1289,0.960546
1290,0.998366
1291,0.991154
1292,0.978690
1293,0.997204
1294,0.976162
1295,0.996996
1296,0.981998
1297,0.996428
1298,0.991328
1299,0.951002
1300,0.521303
1301,0.970697
1302,0.858961
1303,0.996391
1304,0.991634
1305,0.917798
1306,0.996831
1307,0.999648
1308,0.995335
1309,0.993626
1310,0.989442
1311,0.988146
1312,0.997674
1313,0.763066
1314,0.988295
1315,0.993391
1316,0.996568
1317,0.993135
1318,0.996534
1319,0.996834
1320,0.871647
1321,0.918705
1322,0.999498
1323,0.998590
1324,0.998768
1325,0.997935
1326,0.981342
1327,0.901140
1328,0.990342
1329,0.999188
1330,0.994437
1331,0.997480
1332,0.988044
1333,0.941823
1334,0.977635
1335,0.910212
1336,0.991761
1337,0.994273
1338,0.998681
1339,0.781548
1340,0.995862
1341,0.982545
1342,0.987362
1343,0.995875
1344,0.991054
1345,0.997089
1346,0.989309
1347,0.994556
1348,0.978629
1349,0.991176
1350,0.997880
1351,0.939442
1352,0.980632
1353,0.979361
1354,0.995712
1355,0.978353
1356,0.992329
1357,0.825490
1358,0.809312
1359,0.168785
1360,0.496035
1361,0.980678
1362,0.993498
1363,0.998941
1364,0.951650
1365,0.994297
1366,0.975944
1367,0.998026
1368,0.992258
1369,0.995102
1370,0.966647
1371,0.994038
1372,0.973204
1373,0.855013
1374,0.990078
1375,0.999872
1376,0.972242
1377,0.996371
1378,0.995043
1379,0.973364
1380,0.990941
1381,0.998789
1382,0.974397
1383,0.994658
1384,0.996114
1385,0.985717
1386,0.993701
1387,0.974167
1388,0.918163
1389,0.993491
1390,0.998511
1391,0.092694
1392,0.961775
1393,0.940148
1394,0.990023
1395,0.875641
1396,0.975181
1397,0.989428
1398,0.998776
1399,0.940406
1400,0.984331
1401,0.998152
1402,0.994030
1403,0.994073
1404,0.993903
1405,0.983803
1406,0.995124
1407,0.951330
1408,0.993918
1409,0.961443
1410,0.995553
1411,0.975249
1412,0.992491
1413,0.570230
1414,0.936488
1415,0.984425
1416,0.955959
1417,0.946221
1418,0.985871
1419,0.999773
1420,0.985869
1421,0.994645
1422,0.988592
1423,0.980958
1424,0.996250
1425,0.987273
1426,0.988088
1427,0.999614
1428,0.983886
1429,0.252732
1430,0.990072
1431,0.973288
1432,0.995017
1433,0.168578
1434,0.652036
1435,0.985376
1436,0.989271
1437,0.979556
1438,0.982053
1439,0.987204
1440,0.987735
1441,0.938331
1442,0.996284
1443,0.994547
1444,0.996891
1445,0.996856
1446,0.998859
1447,0.984711
1448,0.984508
1449,0.995520
1450,0.982703
1451,0.987561
1452,0.997088
1453,0.995908
1454,0.941684
1455,0.971297
1456,0.929887
1457,0.990512
1458,0.998169
1459,0.996953
1460,0.992001
1461,0.997575
1462,0.151255
1463,0.998603
1464,0.689838
1465,0.995041
1466,0.994985
1467,0.980129
1468,0.991952
1469,0.967081
1470,0.961640
1471,0.984345
1472,0.971765
1473,0.982133
1474,0.999912
1475,0.999411
1476,0.995153
1477,0.953342
1478,0.997592
1479,0.994934
1480,0.992363
1481,0.996132
1482,0.670102
1483,0.978080
1484,0.981997
1485,0.990172
1486,0.990981
1487,0.963041
1488,0.955293
1489,0.998863
1490,0.962011
1491,0.999809
1492,0.978768
1493,0.983730
1494,0.910971
1495,0.978696
1496,0.997289
1497,0.990438
1498,0.992584
1499,0.998053
1500,0.998096
1501,0.995306
1502,0.685719
1503,0.982488
1504,0.980961
1505,0.998781
1506,0.955068
1507,0.991474
1508,0.958959
1509,0.997171
1510,0.996701
1511,0.990191
1512,0.997948
1513,0.992384
1514,0.985925
1515,0.899747
1516,0.955424
1517,0.367344
1518,0.975472
1519,0.997202
1520,0.997302
1521,0.992243
1522,0.979371
1523,0.927223
1524,0.934079
1525,0.998977
1526,0.990831
1527,0.986204
1528,0.987297
1529,0.984535
1530,0.996227
1531,0.990662
1532,0.994446
1533,0.994968
1534,0.997967
1535,0.999640
1536,0.954847
1537,0.996403
1538,0.999151
1539,0.988371
1540,0.996743
1541,0.999538
1542,0.977046
1543,0.964592
1544,0.995800
1545,0.999452
1546,0.989552
1547,0.979808
1548,0.995127
1549,0.998663
1550,0.994478
1551,0.994866
1552,0.995686
1553,0.998764
1554,0.993922
1555,0.974854
1556,0.993153
1557,0.969856
1558,0.997053
1559,0.987619
1560,0.899341
1561,0.984599
1562,0.703996
1563,0.443836
1564,0.988665
1565,0.975894
1566,0.980932
1567,0.991844
1568,0.923737
1569,0.988788
1570,0.977112
1571,0.900359
1572,0.994456
1573,0.210579
1574,0.999759
1575,0.975591
1576,0.984825
1577,0.995768
1578,0.905623
1579,0.996057
1580,0.531879
1581,0.999617
1582,0.990300
1583,0.970930
1584,0.998824
1585,0.986543
1586,0.982071
1587,0.973395
1588,0.998609
1589,0.993446
1590,0.997788
1591,0.990612
1592,0.999264
1593,0.991692
1594,0.990131
1595,0.114499
1596,0.937444
1597,0.996425
1598,0.989888
1599,0.198597
1600,0.977599
1601,0.983153
1602,0.980181
1603,0.980502
1604,0.988466
1605,0.973689
1606,0.995818
1607,0.925879
1608,0.950686
1609,0.960312
1610,0.776881
1611,0.999336
1612,0.985228
1613,0.997155
1614,0.803001
1615,0.995614
1616,0.992330
1617,0.495969
1618,0.978557
1619,0.998114
1620,0.991986
1621,0.955793
1622,0.908514
1623,0.980914
1624,0.992914
1625,0.993018
1626,0.995931
1627,0.436428
1628,0.628818
1629,0.996012
1630,0.978742
1631,0.998023
1632,0.977422
1633,0.949150
1634,0.980469
1635,0.987584
1636,0.988239
1637,0.990560
1638,0.976112
1639,0.947804
1640,0.995356
1641,0.998927
1642,0.453048
1643,0.998665
1644,0.995637
1645,0.919536
1646,0.990345
1647,0.980440
1648,0.997004
1649,0.984100
1650,0.981230
1651,0.984533
1652,0.999343
1653,0.999890
1654,0.999622
1655,0.994637
1656,0.989756
1657,0.991280
1658,0.992077
1659,0.933751
1660,0.999407
1661,0.999260
1662,0.992913
1663,0.963152
1664,0.999123
1665,0.959478
1666,0.977340
1667,0.987127
1668,0.998872
1669,0.992913
1670,0.995526
1671,0.804871
1672,0.969600
1673,0.979396
1674,0.994171
1675,0.331074
1676,0.545402
1677,0.993872
1678,0.984561
1679,0.997684
1680,0.998837
1681,0.994768
1682,0.965194
1683,0.997165
1684,0.985036
1685,0.999404
1686,0.999612
1687,0.983723
1688,0.996030
1689,0.991100
1690,0.991264
1691,0.992270
1692,0.999108
1693,0.998012
1694,0.924134
1695,0.999183
1696,0.991286
1697,0.985731
1698,0.917242
1699,0.985305
1700,0.995120
1701,0.989534
1702,0.998309
1703,0.856789
1704,0.979260
1705,0.938671
1706,0.962947
1707,0.998844
1708,0.987018
1709,0.998943
1710,0.999377
1711,0.996129
1712,0.987429
1713,0.632154
1714,0.995833
1715,0.990154
1716,0.999833
1717,0.777444
1718,0.195608
1719,0.993474
1720,0.952521
1721,0.991912
1722,0.998793
1723,0.994346
1724,0.999133
1725,0.985875
1726,0.993708
1727,0.998392
1728,0.997279
1729,0.987684
1730,0.993756
1731,0.952282
1732,0.920136
1733,0.993777
1734,0.968389
1735,0.993735
1736,0.962166
1737,0.998490
1738,0.997167
1739,0.995504
1740,0.997730
1741,0.800708
1742,0.999443
1743,0.998559
1744,0.944005
1745,0.995529
1746,0.998095
1747,0.946202
1748,0.943610
1749,0.999471
1750,0.979236
1751,0.987784
1752,0.992778
1753,0.998516
1754,0.999143
1755,0.948603
1756,0.992350
1757,0.995865
1758,0.979721
1759,0.998177
1760,0.991037
1761,0.882751
1762,0.830573
1763,0.995795
1764,0.995622
1765,0.984396
1766,0.977368
1767,0.999512
1768,0.626778
1769,0.743415
1770,0.983619
1771,0.981271
1772,0.999784
1773,0.967481
1774,0.979786
1775,0.999509
1776,0.931432
1777,0.971662
1778,0.970456
1779,0.998927
1780,0.874127
1781,0.966148
1782,0.868359
1783,0.981863
1784,0.988765
1785,0.997207
1786,0.988887
1787,0.942526
1788,0.896997
1789,0.971311
1790,0.998645
1791,0.632613
1792,0.994083
1793,0.991902
1794,0.877957
1795,0.983611
1796,0.905496
1797,0.981390
1798,0.994820
1799,0.996309
1800,0.999075
1801,0.995872
1802,0.998470
1803,0.988921
1804,0.995844
1805,0.859180
1806,0.741780
1807,0.999629
1808,0.994299
1809,0.999095
1810,0.992514
1811,0.998403
1812,0.998644
1813,0.476606
1814,0.556492
1815,0.972636
1816,0.998682
1817,0.983066
1818,0.993238
1819,0.913213
1820,0.994144
1821,0.997743
1822,0.991769
1823,0.960208
1824,0.801884
1825,0.999952
1826,0.986223
1827,0.996865
1828,0.945143
1829,0.998289
1830,0.943768
1831,0.997790
1832,0.999027
1833,0.995826
1834,0.985210
1835,0.977074
1836,0.999280
1837,0.995822
1838,0.905370
1839,0.993721
1840,0.988954
1841,0.870583
1842,0.990366
1843,0.995309
1844,0.921429
1845,0.995610
1846,0.986665
1847,0.993378
1848,0.994212
1849,0.995269
1850,0.998552
1851,0.972416
1852,0.995585
1853,0.776971
1854,0.996993
1855,0.947163
1856,0.997737
1857,0.994343
1858,0.461721
1859,0.997335
1860,0.848311
1861,0.994655
1862,0.999410
1863,0.954729
1864,0.970151
1865,0.986834
1866,0.993251
1867,0.992599
1868,0.992482
1869,0.940675
1870,0.923058
1871,0.999099
1872,0.973416
1873,0.488176
